user_id;gender;age;zipcode;occupation
4693;2;18;60626;acade2ic/educator
4694;2;56;40505;executive/2anagerial
4695;2;18;56002;trades2an/cra1ts2an
4696;2;18;10027;progra22er
4697;2;18;79605;K-12 student
4698;1;25;55417;doctor/health care
4699;1;18;91765;other or not speci1ied
4700;1;18;48109;college/grad student
4701;2;45;18036;technician/engineer
4702;2;25;13031;lawyer
4703;2;25;2035;executive/2anagerial
4704;2;18;2601;writer
4705;1;18;75115;other or not speci1ied
4706;2;25;68502;sales/2arketing
4707;2;1;92804;other or not speci1ied
4708;2;25;60647;other or not speci1ied
4709;2;45;6804;other or not speci1ied
4710;1;35;24450;sel1-e2ployed
4711;2;25;32250;technician/engineer
4712;2;35;3824;technician/engineer
4713;2;25;90245;technician/engineer
4714;2;50;55405;acade2ic/educator
4715;2;25;97205;artist
4716;1;25;2465;sel1-e2ployed
4717;2;45;48310;technician/engineer
4718;2;35;3885;executive/2anagerial
4719;1;35;2816;ho2e2aker
4720;2;25;90035;artist
4721;2;35;95405;lawyer
4722;2;35;55122;progra22er
4723;2;35;90014-1718;executive/2anagerial
4724;1;56;1852;doctor/health care
4725;2;35;96707-1321;custo2er service
4726;1;35;95828;sel1-e2ployed
4727;1;56;98801;other or not speci1ied
4728;2;25;31401;une2ployed
4729;2;50;55347;sel1-e2ployed
4730;2;50;4102;lawyer
4731;2;25;98033;technician/engineer
4732;2;25;24450;sales/2arketing
4733;2;18;52301;trades2an/cra1ts2an
4734;2;50;93105;acade2ic/educator
4735;2;45;50312;clerical/ad2in
4736;2;18;91505;writer
4737;2;35;19003;sel1-e2ployed
4738;2;56;23608;acade2ic/educator
4739;2;25;32580;clerical/ad2in
4740;1;25;38134;clerical/ad2in
4741;2;35;15203;executive/2anagerial
4742;2;25;94118;clerical/ad2in
4743;2;56;63122;retired
4744;2;50;12740;scientist
4745;1;18;6268;college/grad student
4746;2;50;19087-3622;acade2ic/educator
4747;2;18;26201;college/grad student
4748;2;45;60302;sel1-e2ployed
4749;2;45;23462;other or not speci1ied
4750;1;25;91107;other or not speci1ied
4751;2;50;2474;scientist
4752;1;18;94121;college/grad student
4753;2;56;3825;acade2ic/educator
4754;1;18;91107;other or not speci1ied
4755;1;56;93060;executive/2anagerial
4756;2;56;55901;sel1-e2ployed
4757;2;35;23451;technician/engineer
4758;1;56;3261;retired
4759;1;50;4259;other or not speci1ied
4760;2;35;6110;technician/engineer
4761;2;18;21042;scientist
4762;1;25;94110;sales/2arketing
4763;2;56;4259;lawyer
4764;2;1;3608;K-12 student
4765;1;35;3301;sel1-e2ployed
4766;2;35;10014;sel1-e2ployed
4767;1;35;3769;ho2e2aker
4768;2;25;22030;college/grad student
4769;2;25;2571;acade2ic/educator
4770;1;35;10012;executive/2anagerial
4771;1;25;4101;college/grad student
4772;2;56;3801;technician/engineer
4773;2;45;22314;acade2ic/educator
4774;2;45;7458;sales/2arketing
4775;2;25;23462;technician/engineer
4776;1;25;46227;clerical/ad2in
4777;2;25;46142;artist
4778;2;25;46227;other or not speci1ied
4779;2;45;4011;clerical/ad2in
4780;2;25;94114;progra22er
4781;1;50;4086;doctor/health care
4782;2;45;78212;acade2ic/educator
4783;2;25;60618;other or not speci1ied
4784;1;35;48105;doctor/health care
4785;1;25;55104;sales/2arketing
4786;2;45;22630;doctor/health care
4787;2;1;94610;lawyer
4788;2;35;85331;executive/2anagerial
4789;2;35;55104;artist
4790;1;25;94133;artist
4791;2;18;55116;college/grad student
4792;1;50;94123;executive/2anagerial
4793;1;25;48108;doctor/health care
4794;1;35;46142;other or not speci1ied
4795;2;45;10962;sel1-e2ployed
4796;2;35;98103;executive/2anagerial
4797;1;35;84067;technician/engineer
4798;2;25;19335;acade2ic/educator
4799;1;18;2809;college/grad student
4800;2;18;80521;college/grad student
4801;2;25;30349;college/grad student
4802;2;56;40601;acade2ic/educator
4803;1;25;45750;sel1-e2ployed
4804;1;35;44107;acade2ic/educator
4805;2;35;45750;acade2ic/educator
4806;2;25;90031;technician/engineer
4807;2;1;4101;artist
4808;2;35;96707-1321;other or not speci1ied
4809;1;50;20902;college/grad student
4810;2;18;80526;progra22er
4811;2;35;1773;acade2ic/educator
4812;2;18;25301;sales/2arketing
4813;1;35;46077;ho2e2aker
4814;2;18;80526;sales/2arketing
4815;1;50;4849;trades2an/cra1ts2an
4816;1;45;4240;doctor/health care
4817;2;25;20912;acade2ic/educator
4818;1;25;91007;technician/engineer
4819;2;35;17350;trades2an/cra1ts2an
4820;2;50;4210;lawyer
4821;2;18;75080;une2ployed
4822;1;35;1545;other or not speci1ied
4823;2;18;46219;college/grad student
4824;2;25;55411;executive/2anagerial
4825;2;25;94602;technician/engineer
4826;2;45;55436;progra22er
4827;2;35;13045;other or not speci1ied
4828;1;18;60194;writer
4829;2;25;20008;other or not speci1ied
4830;2;1;55317;K-12 student
4831;1;25;4210;acade2ic/educator
4832;2;25;17857;sales/2arketing
4833;2;35;81321;sel1-e2ployed
4834;1;45;3862;ho2e2aker
4835;2;25;14450;writer
4836;1;45;4074;sel1-e2ployed
4837;2;25;46254;custo2er service
4838;2;45;48309;acade2ic/educator
4839;1;50;95014;doctor/health care
4840;1;45;63135;doctor/health care
4841;2;25;94114;progra22er
4842;1;35;23062;acade2ic/educator
4843;2;56;4032;acade2ic/educator
4844;2;45;3840;executive/2anagerial
4845;1;25;55413;acade2ic/educator
4846;1;25;90066;artist
4847;2;25;94131;progra22er
4848;1;35;54971;doctor/health care
4849;1;18;44515;college/grad student
4850;1;45;44555;clerical/ad2in
4851;2;18;44406;technician/engineer
4852;2;35;42025;other or not speci1ied
4853;2;25;55346;executive/2anagerial
4854;1;50;3851;retired
4855;2;25;90034;progra22er
4856;2;25;94110;executive/2anagerial
4857;2;25;23434;sales/2arketing
4858;2;25;4086;acade2ic/educator
4859;1;18;50401;sales/2arketing
4860;2;25;60640;artist
4861;2;25;4309;college/grad student
4862;2;25;94086;other or not speci1ied
4863;1;25;84037;ho2e2aker
4864;2;18;63132;writer
4865;1;35;2130;sales/2arketing
4866;2;56;4085;progra22er
4867;2;25;4101;sel1-e2ployed
4868;2;35;3820;technician/engineer
4869;1;45;4578;doctor/health care
4870;1;35;4108;clerical/ad2in
4871;2;18;4096;progra22er
4872;2;45;3909;acade2ic/educator
4873;2;56;13760;lawyer
4874;1;25;70808;college/grad student
4875;2;35;97403;other or not speci1ied
4876;1;35;98201;technician/engineer
4877;2;25;94703;college/grad student
4878;2;50;94070;college/grad student
4879;2;25;60626;clerical/ad2in
4880;1;45;95030;ho2e2aker
4881;2;45;55406;sel1-e2ployed
4882;2;45;3301;lawyer
4883;1;1;2906;K-12 student
4884;2;35;90266;sales/2arketing
4885;2;56;23513;acade2ic/educator
4886;1;35;92509;technician/engineer
4887;2;18;19072;artist
4888;1;56;8055;other or not speci1ied
4889;2;18;63108;college/grad student
4890;1;25;79928;acade2ic/educator
4891;2;35;94132;technician/engineer
4892;2;25;55405;progra22er
4893;2;25;48092;technician/engineer
4894;2;35;14607;executive/2anagerial
4895;1;25;52001;clerical/ad2in
4896;2;35;84103;doctor/health care
4897;2;35;16844;sel1-e2ployed
4898;2;25;27713;acade2ic/educator
4899;2;25;94402;progra22er
4900;2;25;33626;writer
4901;2;25;11228;executive/2anagerial
4902;2;35;84057;sales/2arketing
4903;2;35;95952;progra22er
4904;2;50;63121;scientist
4905;1;45;60417;acade2ic/educator
4906;2;50;49506;technician/engineer
4907;1;50;55082;executive/2anagerial
4908;2;35;85282;scientist
4909;1;35;94014;progra22er
4910;2;18;84041;progra22er
4911;1;25;55421;other or not speci1ied
4912;1;50;98115;writer
4913;1;25;970025;acade2ic/educator
4914;1;25;2453;acade2ic/educator
4915;2;25;91423;progra22er
4916;2;18;85054;writer
4917;2;45;27312;other or not speci1ied
4918;1;18;84107;progra22er
4919;2;18;84058;other or not speci1ied
4920;2;35;2144;acade2ic/educator
4921;1;25;92507;scientist
4922;2;18;98121;technician/engineer
4923;2;45;99826;trades2an/cra1ts2an
4924;1;35;99801;other or not speci1ied
4925;1;35;55401;doctor/health care
4926;2;1;55616;K-12 student
4927;2;45;97520;other or not speci1ied
4928;1;25;92103;clerical/ad2in
4929;2;45;63105;acade2ic/educator
4930;2;50;63033;technician/engineer
4931;2;50;90031;technician/engineer
4932;2;25;63303;executive/2anagerial
4933;2;25;94040;scientist
4934;1;25;55108;other or not speci1ied
4935;2;35;62958;technician/engineer
4936;1;18;63144;college/grad student
4937;2;35;2108;other or not speci1ied
4938;1;18;55406;college/grad student
4939;2;25;63105;executive/2anagerial
4940;1;50;94102;lawyer
4941;2;56;44281;writer
4942;2;45;40515;progra22er
4943;1;50;55401;other or not speci1ied
4944;2;50;14568;technician/engineer
4945;2;50;62234;other or not speci1ied
4946;1;35;91106;acade2ic/educator
4947;2;35;90035;technician/engineer
4948;2;45;94618;artist
4949;2;18;55104;college/grad student
4950;2;25;55421;sel1-e2ployed
4951;1;35;90291;technician/engineer
4952;1;25;48067;sales/2arketing
4953;2;35;55082;progra22er
4954;2;45;92679;other or not speci1ied
4955;2;56;55804;retired
4956;2;35;77007;scientist
4957;2;25;48197;artist
4958;2;18;55403;executive/2anagerial
4959;2;25;23454;technician/engineer
4960;2;56;55116;acade2ic/educator
4961;2;25;46220;executive/2anagerial
4962;2;25;55439;doctor/health care
4963;2;45;94931;technician/engineer
4964;2;35;94110;other or not speci1ied
4965;2;1;63123-1507;K-12 student
4966;2;50;55407;sales/2arketing
4967;2;18;94708;college/grad student
4968;1;50;95404;writer
4969;2;18;94111;une2ployed
4970;1;25;94526;progra22er
4971;2;35;94086;executive/2anagerial
4972;2;35;95118;other or not speci1ied
4973;1;56;949702;artist
4974;2;35;94131;writer
4975;2;35;90065;other or not speci1ied
4976;2;25;65775;lawyer
4977;2;25;92507;college/grad student
4978;2;35;68108;sales/2arketing
4979;2;35;55423;artist
4980;2;25;55403;acade2ic/educator
4981;2;50;55406;acade2ic/educator
4982;2;25;63043;progra22er
4983;1;45;55116;sel1-e2ployed
4984;2;35;55405;other or not speci1ied
4985;2;35;29063;other or not speci1ied
4986;2;18;55401;progra22er
4987;1;56;90210;1ar2er
4988;2;25;55105;technician/engineer
4989;2;25;55121;other or not speci1ied
4990;1;25;55407;college/grad student
4991;1;56;91791;sales/2arketing
4992;1;25;55106;artist
4993;2;45;54022;technician/engineer
4994;2;45;56001;technician/engineer
4995;2;50;55419;writer
4996;2;35;94550;executive/2anagerial
4997;2;1;90210;K-12 student
4998;1;18;48433;college/grad student
4999;1;56;92407;retired
5000;2;25;46254;college/grad student
5001;1;25;63119;artist
5002;2;25;90505;technician/engineer
5003;2;35;49508;progra22er
5004;1;56;90402;acade2ic/educator
5005;2;45;92807;sel1-e2ployed
5006;2;35;48827;clerical/ad2in
5007;1;18;91030;college/grad student
5008;2;25;60615;writer
5009;1;45;65441;sel1-e2ployed
5010;2;45;63119;scientist
5011;2;18;64154;college/grad student
5012;2;50;48103;scientist
5013;2;18;26241;college/grad student
5014;2;45;92626;other or not speci1ied
5015;2;35;92672;doctor/health care
5016;1;35;89447;acade2ic/educator
5017;2;35;91104;progra22er
5018;1;56;90290;progra22er
5019;2;25;10025;executive/2anagerial
5020;1;56;90241;retired
5021;2;50;90504;doctor/health care
5022;2;35;91001;executive/2anagerial
5023;2;35;91505;writer
5024;1;45;14618;acade2ic/educator
5025;2;25;60615;writer
5026;2;25;92584;technician/engineer
5027;1;25;5345;sales/2arketing
5028;2;25;92404;progra22er
5029;2;25;70115;college/grad student
5030;2;18;70006;acade2ic/educator
5031;1;25;89431;college/grad student
5032;2;18;2139;technician/engineer
5033;1;56;60506;retired
5034;1;25;62901;scientist
5035;1;25;19810;technician/engineer
5036;2;35;14850;executive/2anagerial
5037;2;35;11375;progra22er
5038;2;25;10010;writer
5039;1;35;97068;college/grad student
5040;2;45;44312;progra22er
5041;1;45;60031;doctor/health care
5042;1;18;55408;artist
5043;1;18;92145;doctor/health care
5044;1;35;23507;doctor/health care
5045;2;35;43081;other or not speci1ied
5046;2;25;60614;sel1-e2ployed
5047;2;45;23452;doctor/health care
5048;1;35;30350;executive/2anagerial
5049;2;25;60613;progra22er
5050;1;18;11024;college/grad student
5051;1;50;11771;executive/2anagerial
5052;2;35;2536;sel1-e2ployed
5053;2;25;84111;college/grad student
5054;2;35;20818;artist
5055;1;35;97330;sel1-e2ployed
5056;2;45;16673;acade2ic/educator
5057;2;50;84093;executive/2anagerial
5058;2;56;84121;technician/engineer
5059;2;45;22652;sel1-e2ployed
5060;2;45;84109-2001;technician/engineer
5061;1;18;5070;une2ployed
5062;2;50;65401;sel1-e2ployed
5063;1;1;22801;K-12 student
5064;2;18;43215;college/grad student
5065;2;25;28715;sales/2arketing
5066;1;25;23603;acade2ic/educator
5067;2;56;97520;retired
5068;2;35;19004;executive/2anagerial
5069;1;56;95062;other or not speci1ied
5070;2;25;55344;artist
5071;1;25;75093;executive/2anagerial
5072;2;45;97330;technician/engineer
5073;2;56;93950;artist
5074;2;1;20132;other or not speci1ied
5075;2;50;97470;doctor/health care
5076;2;25;19147;clerical/ad2in
5077;2;25;20037;artist
5078;2;45;19067;executive/2anagerial
5079;2;25;70003;college/grad student
5080;1;50;95472;progra22er
5081;1;18;19102;college/grad student
5082;2;35;23185;acade2ic/educator
5083;2;25;16803;college/grad student
5084;2;18;10013;college/grad student
5085;2;56;75225;technician/engineer
5086;2;25;23462;acade2ic/educator
5087;1;25;19102;doctor/health care
5088;2;25;38111;technician/engineer
5089;1;35;77027;sel1-e2ployed
5090;1;35;75069;une2ployed
5091;2;25;19810;technician/engineer
5092;2;56;18954;sales/2arketing
5093;2;50;19047;executive/2anagerial
5094;2;18;67206;K-12 student
5095;1;35;23508;acade2ic/educator
5096;2;25;75206;lawyer
5097;2;56;19131;sel1-e2ployed
5098;2;50;19380;executive/2anagerial
5099;2;18;2780;other or not speci1ied
5100;2;50;193122042;doctor/health care
5101;2;25;90069;other or not speci1ied
5102;2;25;90240;progra22er
5103;1;35;78222;sel1-e2ployed
5104;2;35;19108;writer
5105;2;50;18977;executive/2anagerial
5106;1;35;19348;acade2ic/educator
5107;1;45;8081;other or not speci1ied
5108;1;25;93940;ho2e2aker
5109;1;45;19802;doctor/health care
5110;2;35;78250;scientist
5111;2;35;78006;artist
5112;2;35;89128;retired
5113;2;25;55408;other or not speci1ied
5114;1;1;22932;K-12 student
5115;2;56;2143;progra22er
5116;2;35;95521;doctor/health care
5117;1;25;70118;other or not speci1ied
5118;2;1;95123;K-12 student
5119;1;25;10011;other or not speci1ied
5120;2;50;80302;executive/2anagerial
5121;2;25;91608;executive/2anagerial
5122;2;25;20009;other or not speci1ied
5123;2;50;34761;progra22er
5124;2;35;20818;artist
5125;2;45;10016;other or not speci1ied
5126;2;25;2453;lawyer
5127;2;45;98502;custo2er service
5128;2;50;94709;executive/2anagerial
5129;2;45;40515;technician/engineer
5130;1;50;33149;acade2ic/educator
5131;1;25;77707;acade2ic/educator
5132;2;35;77565;executive/2anagerial
5133;2;18;10028;lawyer
5134;2;25;95014;technician/engineer
5135;2;35;64055;executive/2anagerial
5136;2;25;91106;progra22er
5137;2;18;65265;trades2an/cra1ts2an
5138;2;25;35205;technician/engineer
5139;2;50;12866;sel1-e2ployed
5140;2;25;35205;doctor/health care
5141;2;18;55423;technician/engineer
5142;2;25;92101;acade2ic/educator
5143;2;18;44502;college/grad student
5144;1;50;66762;other or not speci1ied
5145;2;35;77565-2332;executive/2anagerial
5146;2;56;4240;acade2ic/educator
5147;2;18;48314;other or not speci1ied
5148;2;25;98101;writer
5149;2;35;10012;acade2ic/educator
5150;2;25;98034;clerical/ad2in
5151;2;18;30662;une2ployed
5152;1;25;44406;college/grad student
5153;2;25;60046;executive/2anagerial
5154;2;25;20007;sel1-e2ployed
5155;2;25;33301;sel1-e2ployed
5156;2;18;10024;sales/2arketing
5157;2;35;74012;acade2ic/educator
5158;1;18;44509;college/grad student
5159;2;35;37027;executive/2anagerial
5160;1;18;90066;college/grad student
5161;2;25;30052;college/grad student
5162;2;25;94043;technician/engineer
5163;2;45;53216;doctor/health care
5164;1;35;91107;technician/engineer
5165;2;35;91103;doctor/health care
5166;2;50;42420;doctor/health care
5167;2;18;6114;scientist
5168;2;35;1720;executive/2anagerial
5169;1;50;53562;college/grad student
5170;2;18;63141;college/grad student
5171;2;56;92009;technician/engineer
5172;1;35;5602;lawyer
5173;2;1;60423;K-12 student
5174;2;45;45208;acade2ic/educator
5175;1;35;33445;ho2e2aker
5176;2;1;60423;K-12 student
5177;2;45;30005;sales/2arketing
5178;2;50;45420;other or not speci1ied
5179;2;25;94110;progra22er
5180;2;35;85044;lawyer
5181;2;25;19003;executive/2anagerial
5182;1;35;55441;executive/2anagerial
5183;1;18;45202;writer
5184;2;18;67212;writer
5185;1;35;44485;college/grad student
5186;2;35;96555;progra22er
5187;2;18;6510;sel1-e2ployed
5188;1;35;44406;ho2e2aker
5189;1;45;80304;executive/2anagerial
5190;1;35;85024;other or not speci1ied
5191;1;25;55455;college/grad student
5192;2;25;80303;executive/2anagerial
5193;2;35;14619;progra22er
5194;2;25;55409;executive/2anagerial
5195;2;35;80304;executive/2anagerial
5196;2;56;20814;executive/2anagerial
5197;1;56;75001;clerical/ad2in
5198;1;18;55118;college/grad student
5199;1;25;35243;acade2ic/educator
5200;1;35;43065;scientist
5201;2;50;95376;executive/2anagerial
5202;2;18;2871;college/grad student
5203;1;45;1545;doctor/health care
5204;2;50;56342;retired
5205;2;25;2908;acade2ic/educator
5206;2;35;91302;executive/2anagerial
5207;2;25;98102;other or not speci1ied
5208;2;25;55455;college/grad student
5209;2;50;46077;acade2ic/educator
5210;1;35;60618;technician/engineer
5211;2;25;40214;acade2ic/educator
5212;2;18;90025;artist
5213;2;18;31211;other or not speci1ied
5214;1;35;7452;ho2e2aker
5215;1;56;91941;doctor/health care
5216;2;18;81291;artist
5217;2;25;1060;technician/engineer
5218;2;18;89129;other or not speci1ied
5219;2;18;94706;college/grad student
5220;2;25;91436;executive/2anagerial
5221;1;56;96734;acade2ic/educator
5222;2;25;94501;progra22er
5223;2;56;11361;K-12 student
5224;2;35;10016;acade2ic/educator
5225;2;18;55120;college/grad student
5226;2;35;98122;other or not speci1ied
5227;2;18;64050;K-12 student
5228;2;1;75070;other or not speci1ied
5229;2;25;60173;other or not speci1ied
5230;2;25;91104;progra22er
5231;2;35;92506;executive/2anagerial
5232;2;25;14607;college/grad student
5233;2;25;97213;custo2er service
5234;1;25;60657;other or not speci1ied
5235;2;25;14607;college/grad student
5236;2;25;46268;sales/2arketing
5237;2;25;55441;executive/2anagerial
5238;1;50;7462;sel1-e2ployed
5239;2;35;7043;executive/2anagerial
5240;1;25;94104;other or not speci1ied
5241;1;25;2138;college/grad student
5242;2;25;14608;acade2ic/educator
5243;2;1;54220;K-12 student
5244;2;18;1095;college/grad student
5245;1;45;27615;acade2ic/educator
5246;1;18;64030;other or not speci1ied
5247;1;1;1915;K-12 student
5248;1;45;22206;sales/2arketing
5249;1;45;75006;sales/2arketing
5250;2;50;1545;doctor/health care
5251;1;25;97330;technician/engineer
5252;2;25;60622;writer
5253;1;56;2838;retired
5254;2;18;32606;college/grad student
5255;2;1;55305;K-12 student
5256;2;25;30269;sel1-e2ployed
5257;1;25;10019;artist
5258;2;35;58369;college/grad student
5259;2;25;94404;doctor/health care
5260;2;35;78705;executive/2anagerial
5261;2;35;10025;progra22er
5262;1;25;46220;sales/2arketing
5263;2;35;40601;executive/2anagerial
5264;2;18;15217;college/grad student
5265;2;45;97405;acade2ic/educator
5266;2;35;42718;acade2ic/educator
5267;2;35;20191;executive/2anagerial
5268;1;25;68502;artist
5269;2;18;37211;other or not speci1ied
5270;2;25;87571;progra22er
5271;1;25;94110;other or not speci1ied
5272;2;25;90210;executive/2anagerial
5273;2;56;91030;writer
5274;2;25;60611;other or not speci1ied
5275;2;25;60611;technician/engineer
5276;1;25;91740;college/grad student
5277;2;25;91740;writer
5278;1;25;55122;executive/2anagerial
5279;1;25;55418;sales/2arketing
5280;2;18;12604;college/grad student
5281;2;25;90210;artist
5282;1;18;63146;college/grad student
5283;2;18;63138;artist
5284;2;25;55426;sel1-e2ployed
5285;2;18;55410;college/grad student
5286;2;45;97068;sel1-e2ployed
5287;2;25;85203;1ar2er
5288;2;56;94114;retired
5289;2;45;94102;artist
5290;1;18;60613;college/grad student
5291;2;45;44406;acade2ic/educator
5292;2;25;97401;other or not speci1ied
5293;2;25;95030;progra22er
5294;2;25;60626;artist
5295;2;35;55124;executive/2anagerial
5296;1;1;27245;other or not speci1ied
5297;2;25;19067;progra22er
5298;2;35;55126;technician/engineer
5299;2;25;43202;artist
5300;2;25;94111;writer
5301;2;25;693;technician/engineer
5302;1;1;2332;K-12 student
5303;1;56;45504;doctor/health care
5304;1;35;55410;ho2e2aker
5305;1;18;95602;college/grad student
5306;1;25;92121;technician/engineer
5307;2;25;85281;custo2er service
5308;2;56;27410;executive/2anagerial
5309;2;25;2478;other or not speci1ied
5310;1;56;60605;acade2ic/educator
5311;2;50;62025-8000;other or not speci1ied
5312;2;25;10463;acade2ic/educator
5313;2;56;55406;other or not speci1ied
5314;1;25;94107;other or not speci1ied
5315;2;25;22903;progra22er
5316;2;18;55104;college/grad student
5317;1;25;2138;other or not speci1ied
5318;2;18;98122;technician/engineer
5319;2;18;94941;technician/engineer
5320;1;18;43201;custo2er service
5321;2;25;2457;college/grad student
5322;2;35;97330;technician/engineer
5323;2;25;94122;writer
5324;2;25;2150;executive/2anagerial
5325;1;50;86001;executive/2anagerial
5326;2;25;55408;artist
5327;2;25;55408;executive/2anagerial
5328;1;25;91740;college/grad student
5329;1;25;91773;custo2er service
5330;1;25;19143;other or not speci1ied
5331;2;35;6880;sales/2arketing
5332;2;18;30332;college/grad student
5333;1;25;2332;executive/2anagerial
5334;1;56;46140;retired
5335;2;25;75093;sales/2arketing
5336;2;56;75041;executive/2anagerial
5337;1;35;02725-1010;clerical/ad2in
5338;2;25;27609;technician/engineer
5339;2;18;60193;technician/engineer
5340;1;50;95032;clerical/ad2in
5341;1;25;85018;clerical/ad2in
5342;1;35;22039;executive/2anagerial
5343;1;25;60201;ho2e2aker
5344;1;50;98177;acade2ic/educator
5345;1;25;80003;technician/engineer
5346;1;25;97330;clerical/ad2in
5347;2;25;53705;doctor/health care
5348;2;18;55414;custo2er service
5349;1;50;97424;artist
5350;2;18;55344;custo2er service
5351;1;45;85259;acade2ic/educator
5352;1;35;55306;custo2er service
5353;2;25;77030;doctor/health care
5354;1;45;78759;clerical/ad2in
5355;2;56;78232;other or not speci1ied
5356;2;45;78703;other or not speci1ied
5357;1;18;60123;writer
5358;2;35;10625;executive/2anagerial
5359;2;18;27705;sel1-e2ployed
5360;2;18;43650;progra22er
5361;1;50;92026;sel1-e2ployed
5362;2;35;63130;retired
5363;2;56;30673;retired
5364;1;25;55408;clerical/ad2in
5365;2;18;90250;progra22er
5366;2;18;90045;progra22er
5367;2;18;55344;college/grad student
5368;1;25;20120;technician/engineer
5369;2;25;2139;scientist
5370;2;25;98074;progra22er
5371;2;25;55408;lawyer
5372;2;25;10549;college/grad student
5373;2;18;55112;progra22er
5374;2;35;38018;executive/2anagerial
5375;2;25;2131;other or not speci1ied
5376;2;25;94538;technician/engineer
5377;1;18;10017;clerical/ad2in
5378;2;35;10463;trades2an/cra1ts2an
5379;2;25;84095;executive/2anagerial
5380;2;18;1125;college/grad student
5381;2;25;10009;sales/2arketing
5382;2;18;7461;college/grad student
5383;2;35;55430;acade2ic/educator
5384;1;25;94117;clerical/ad2in
5385;2;25;85226;progra22er
5386;2;25;60045;sales/2arketing
5387;1;25;45056;acade2ic/educator
5388;1;18;10580;college/grad student
5389;2;45;1905;executive/2anagerial
5390;2;1;78130;other or not speci1ied
5391;2;25;10016;executive/2anagerial
5392;2;50;98112;acade2ic/educator
5393;2;35;10471;executive/2anagerial
5394;2;18;60618;other or not speci1ied
5395;2;50;13224;acade2ic/educator
5396;2;25;89118;doctor/health care
5397;2;18;60451;other or not speci1ied
5398;2;56;71301;technician/engineer
5399;2;25;12553;acade2ic/educator
5400;1;18;30010;college/grad student
5401;1;18;20003;acade2ic/educator
5402;1;25;30102;other or not speci1ied
5403;2;1;59801;K-12 student
5404;2;25;30068;other or not speci1ied
5405;1;50;12866;executive/2anagerial
5406;1;35;49504;other or not speci1ied
5407;1;35;30096;technician/engineer
5408;2;25;11230-1710;writer
5409;2;45;60091;acade2ic/educator
5410;1;45;21212;artist
5411;1;1;14850;une2ployed
5412;2;25;97330;progra22er
5413;2;35;59801;acade2ic/educator
5414;2;1;7652;K-12 student
5415;1;25;3862;executive/2anagerial
5416;1;25;1801;custo2er service
5417;2;18;19030;technician/engineer
5418;1;25;53589;other or not speci1ied
5419;1;18;5055;progra22er
5420;1;1;14850;une2ployed
5421;2;35;22030;technician/engineer
5422;2;50;94114;executive/2anagerial
5423;1;50;60714;custo2er service
5424;1;35;80012;artist
5425;2;18;53211;college/grad student
5426;2;25;95821;sales/2arketing
5427;2;35;11201;une2ployed
5428;1;25;28412;doctor/health care
5429;1;25;2460;acade2ic/educator
5430;1;45;26505;acade2ic/educator
5431;2;56;19026;acade2ic/educator
5432;2;56;1742;retired
5433;1;35;45014;technician/engineer
5434;1;25;60618;executive/2anagerial
5435;2;45;2557;trades2an/cra1ts2an
5436;2;18;90024;college/grad student
5437;2;25;55426;lawyer
5438;2;25;60048;sales/2arketing
5439;2;56;19119;retired
5440;1;45;37923;artist
5441;2;50;95762;executive/2anagerial
5442;2;25;63110;executive/2anagerial
5443;2;25;1915;progra22er
5444;1;18;55449;college/grad student
5445;2;25;43223;other or not speci1ied
5446;1;50;65203;acade2ic/educator
5447;2;45;60626;artist
5448;2;45;60626;une2ployed
5449;2;18;1702;progra22er
5450;2;18;2143;progra22er
5451;1;25;98115;acade2ic/educator
5452;2;35;10011;doctor/health care
5453;2;18;30305;college/grad student
5454;2;35;10001;executive/2anagerial
5455;1;18;55449;technician/engineer
5456;2;35;32312;acade2ic/educator
5457;2;18;55405;progra22er
5458;1;18;98102;artist
5459;1;1;99016;K-12 student
5460;2;18;2143;college/grad student
5461;2;50;94025;other or not speci1ied
5462;2;25;89103;technician/engineer
5463;2;35;53202;other or not speci1ied
5464;2;35;77079;executive/2anagerial
5465;1;25;10019;other or not speci1ied
5466;2;25;98033;progra22er
5467;2;35;63366;other or not speci1ied
5468;2;25;94618;progra22er
5469;2;35;20171;progra22er
5470;2;56;20003-2712;executive/2anagerial
5471;2;18;10016;executive/2anagerial
5472;2;35;27909;acade2ic/educator
5473;2;25;20120-6354;acade2ic/educator
5474;2;25;20009;progra22er
5475;2;25;94110;college/grad student
5476;1;35;20037;other or not speci1ied
5477;2;35;55343;acade2ic/educator
5478;2;35;2766;executive/2anagerial
5479;2;35;50014;acade2ic/educator
5480;1;25;7030;sales/2arketing
5481;2;45;55449;progra22er
5482;2;18;10014;executive/2anagerial
5483;1;25;15202;doctor/health care
5484;2;45;21742;technician/engineer
5485;2;25;8544;college/grad student
5486;2;25;17821;other or not speci1ied
5487;2;25;95136;technician/engineer
5488;2;25;91125;scientist
5489;2;18;94104;executive/2anagerial
5490;2;45;80907;technician/engineer
5491;2;18;10016;executive/2anagerial
5492;2;18;55104;college/grad student
5493;2;35;96797;progra22er
5494;1;35;94306;technician/engineer
5495;1;18;95076;college/grad student
5496;2;25;90069;executive/2anagerial
5497;2;25;60201;college/grad student
5498;1;50;62901;acade2ic/educator
5499;1;25;60201;une2ployed
5500;1;35;14850;writer
5501;2;25;33334;artist
5502;2;25;66044;artist
5503;1;25;55409;ho2e2aker
5504;2;45;85287-2702;executive/2anagerial
5505;1;25;2141;college/grad student
